Plant,Classification,Classification_Type,Model,Num Classes,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Best Val Accuracy,Final Train Loss,Final Val Loss
Tomato,2-way,binary,resnet50,2,0.9992628992628992,0.9992630549836193,0.9992628992628992,0.9992629162750649,0.9985250737463127,0.00219194726252485,0.003549245114530475
Tomato,2-way,binary,clip,2,0.9975429975429976,0.9975437096515375,0.9975429975429976,0.997543110652975,0.9975417895771878,0.012671123682857399,0.008650919183537553
